worker_id,gender,age,party,voting_for,state,title,source,candidate,flesch,is_complex,fair,trust
36620182,male,18-29,no_affiliation,Hillary Clinton,NY,FACT CHECK: Audio refutes Trump's claim on China tariff,Fox News,trump,5.8,0,-1,-1
36620182,male,18-29,no_affiliation,Hillary Clinton,NY,"Clinton Allies Forming Group to Protect, Register Voters",Fox News,clinton,14.2,1,1,1
35242242,female,30-49,independent_other,Bernie Sanders,KY,Cruz Looks to Shore Up Support Among Iowa Evangelicals,Fox News,cruz,11.8,1,1,1
35242242,female,30-49,independent_other,Bernie Sanders,KY,"Sanders tours Roosevelt site, says Bation can learn from FDR",Fox News,sanders,14.1,1,0,0
35242242,female,30-49,independent_other,Bernie Sanders,KY,The Latest: Sanders says Trump campaign based on division,Fox News,sanders,8,0,0,0
35242242,female,30-49,independent_other,Bernie Sanders,KY,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,Fox News,clinton,7.5,0,0,1
35242242,female,30-49,independent_other,Bernie Sanders,KY,Trump not backing down from Fox debate boycott,Fox News,trump,11.7,1,1,1
35242242,female,30-49,independent_other,Bernie Sanders,KY,The Latest: Bible prominent in Final Cruz Pitches to Voters,Fox News,cruz,7.9,0,0,0
35242242,female,30-49,independent_other,Bernie Sanders,KY,FACT CHECK: Audio refutes Trump's claim on China tariff,Fox News,trump,5.8,0,1,0
35242242,female,30-49,independent_other,Bernie Sanders,KY,"Clinton Allies Forming Group to Protect, Register Voters",Fox News,clinton,14.2,1,1,1
31680072,female,18-29,democrat,Bernie Sanders,CA,Cruz Looks to Shore Up Support Among Iowa Evangelicals,Fox News,cruz,11.8,1,0,0
31680072,female,18-29,democrat,Bernie Sanders,CA,"Sanders tours Roosevelt site, says Bation can learn from FDR",Fox News,sanders,14.1,1,0,0
31680072,female,18-29,democrat,Bernie Sanders,CA,The Latest: Sanders says Trump campaign based on division,Fox News,sanders,8,0,0,-1
31680072,female,18-29,democrat,Bernie Sanders,CA,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,Fox News,clinton,7.5,0,0,0
31680072,female,18-29,democrat,Bernie Sanders,CA,Trump not backing down from Fox debate boycott,Fox News,trump,11.7,1,0,0
31680072,female,18-29,democrat,Bernie Sanders,CA,The Latest: Bible prominent in Final Cruz Pitches to Voters,Fox News,cruz,7.9,0,0,0
31680072,female,18-29,democrat,Bernie Sanders,CA,FACT CHECK: Audio refutes Trump's claim on China tariff,Fox News,trump,5.8,0,0,-1
31680072,female,18-29,democrat,Bernie Sanders,CA,"Clinton Allies Forming Group to Protect, Register Voters",Fox News,clinton,14.2,1,0,0
20512953,female,30-49,democrat,Hillary Clinton,CA,Cruz Looks to Shore Up Support Among Iowa Evangelicals,Fox News,cruz,11.8,1,1,1
20512953,female,30-49,democrat,Hillary Clinton,CA,"Sanders tours Roosevelt site, says Bation can learn from FDR",Fox News,sanders,14.1,1,0,1
20512953,female,30-49,democrat,Hillary Clinton,CA,The Latest: Sanders says Trump campaign based on division,Fox News,sanders,8,0,1,1
20512953,female,30-49,democrat,Hillary Clinton,CA,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,Fox News,clinton,7.5,0,2,1
20512953,female,30-49,democrat,Hillary Clinton,CA,Trump not backing down from Fox debate boycott,Fox News,trump,11.7,1,0,0
20512953,female,30-49,democrat,Hillary Clinton,CA,The Latest: Bible prominent in Final Cruz Pitches to Voters,Fox News,cruz,7.9,0,-1,0
20512953,female,30-49,democrat,Hillary Clinton,CA,FACT CHECK: Audio refutes Trump's claim on China tariff,Fox News,trump,5.8,0,1,1
