  13 ,2016-01-14 19:54:40
  13 ,2016-01-12 00:00:02
  13 , Kasich moves on with Ohio victory   &#8212; so where does GOP go from here?"
  12 ,2016-04-27 13:18:22
  12 ,2016-04-26 18:43:49
  12 ,2016-04-13 13:44:54
  12 ,2016-04-02 05:36:00
  12 ,2016-03-16 04:41:06
  12 ,2016-03-10 10:12:56
  12 ,2016-03-04 19:21:38
  12 ,2016-02-24 23:53:12
  12 ,2016-02-17 11:04:58
  12 ,2016-02-16 15:33:40
  12 ,2016-02-16 12:15:08
  12 ,2016-02-06 01:25:56
  12 ,2016-02-04 20:36:06
  12 ,2016-01-22 15:36:15
  12 ,2016-01-21 01:51:29
  12 ,2016-01-18 02:24:21
  12 ,2016-01-09 20:33:27
  12 ,2016-01-05 04:17:40
  12 , works to mobilize conservative donors against Donald Trump"
  12 , connects Canada and Texas"
  12 , and Donald Trump."
  12 , Taps Into Voter Insecurity"
  12 , Decries Congress’s Impotence and Inaction
  12 , Campaign Game"
  11 ,reuters
  11 ,2016-04-26 22:12:34
  11 ,2016-04-12 01:47:00
  11 ,2016-02-08 17:13:29
  11 ,2016-02-04 21:30:09
  11 ,2016-02-03 17:38:56
  11 ,2016-01-31 21:00:19
  11 ,2016-01-29 03:56:22
  11 ,2016-01-25 23:05:10
  11 ,2016-01-13 10:13:39
  11 ,2016-01-04 15:02:44
  11 , nationally"
  11 , love' to run against Donald Trump this fall"
  11 , Interventionism"
  11 , Facts Show 2015 Is Hottest Year Ever. Whom To Believe?"
  11 , 'won' CNN town hall"
  10 ,2016-04-26 17:10:51
  10 ,2016-04-25 03:21:35
  10 ,2016-04-25 00:55:00
  10 ,2016-04-03 15:18:03
  10 ,2016-04-02 21:28:16
  10 ,2016-03-28 17:28:15
  10 ,2016-03-16 05:45:41
  10 ,2016-03-06 19:41:41
  10 ,2016-03-02 05:33:46
  10 ,2016-02-20 17:40:55
  10 ,2016-02-19 15:02:16
  10 ,2016-02-11 18:01:05
  10 ,2016-02-09 11:21:04
  10 ,2016-02-08 11:13:11
  10 ,2016-02-07 05:47:37
  10 ,2016-02-02 14:26:49
  10 ,2016-01-30 14:08:54
  10 ,2016-01-28 23:12:00
  10 ,2016-01-27 22:07:43
  10 ,2016-01-27 03:12:00
  10 ,2016-01-19 20:38:49
  10 ,2016-01-19 11:23:00
  10 ,2016-01-13 00:29:09
  10 ,2016-01-12 19:43:17
  10 ,2016-01-10 01:10:39
  10 ,2016-01-08 03:45:51
  10 , leading a revolution"
  10 , Wall Street
  10 , Is I Don't Vote Republican"
  10 , Branstad"
   9 ,2016-04-27 05:40:34
   9 ,2016-04-21 20:10:54
   9 ,2016-04-21 15:11:09
   9 ,2016-04-13 15:18:29
   9 ,2016-03-25 10:13:09
   9 ,2016-03-24 05:00:20
   9 ,2016-03-23 14:46:50
   9 ,2016-03-22 00:06:33
   9 ,2016-03-21 17:58:19
   9 ,2016-03-14 23:33:55
   9 ,2016-03-14 16:00:11
   9 ,2016-03-14 12:44:41
   9 ,2016-03-13 16:10:32
   9 ,2016-03-11 01:48:00
   9 ,2016-03-09 19:33:01
   9 ,2016-03-08 03:45:55
   9 ,2016-02-18 23:50:19
   9 ,2016-02-14 02:49:28
   9 ,2016-02-10 04:37:15
   9 ,2016-02-10 00:45:21
   9 ,2016-02-09 21:01:51
   9 ,2016-02-06 23:27:25
   9 ,2016-01-28 11:41:28
   9 ,2016-01-28 11:21:50
   9 ,2016-01-25 11:05:46
   9 ,2016-01-24 14:00:00
   9 ,2016-01-19 03:01:16
   9 ,2016-01-05 12:43:17
   9 , finds a voice with take-charge Donald Trump"
