,url,title,sentiment_mean,num_tweets
25167,https://www.buzzfeed.com/mckaycoppins/this-trump-backer-wants-to-know-your-address-dont-worry-he-p,"This Trump Backer Wants To Know Your Address (Don't Worry, He Probably Won't Show Up)",-0.5625,16
25529,http://www.politico.com/story/2016/01/terry-brandstad-ted-cruz-217972,Iowa Gov. Terry Branstad: Cruz must be defeated,0.0270270276815,37
25659,https://www.washingtonpost.com/news/post-politics/wp/2016/03/30/new-campaign-ad-by-hillary-clinton-targets-donald-trump-in-new-york/,New campaign ad by Hillary Clinton targets Donald Trump in New York,0.0,10
25737,http://www.huffingtonpost.com/william-bradley/trumpism-and-the-confeder_b_8914470.html,Trumpism and the Confederacy Dominate the Republican Race (And Help Hillary),0.899999976158,20
25779,https://www.washingtonpost.com/opinions/are-you-starting-to-soften-on-donald-trump-dont/2016/03/11/4061044a-e7c8-11e5-b0fd-073d5930a7b7_story.html,Are you starting to soften on Donald Trump? Don’t.,-0.130434781313,92
25804,http://www.foxnews.com/politics/2016/03/14/todd-palin-hospitalized-after-snow-machine-accident-sarah-palin-cancels-trump-appearance.html,TODD PALIN ACCIDENT Hospitalized after serious snow machine incident,-1.0,11
25869,http://www.wsj.com/articles/whod-like-mike-1453750954,Who'd Like Mike?,1.0,13
25911,http://www.politico.com/story/2016/01/chris-matthews-debate-fox-218272,Chris Matthews: 'Who’s going to watch a debate between the two Cuban guys?',0.0,10
25919,http://www.politico.com/magazine/story/2016/02/jeb-bush-dropping-out-set-up-to-fail-213662,Inside Jeb Bush's $150 Million Failure,-0.142857149243,28
26073,http://www.politico.com/story/2016/01/eliot-spitzer-and-his-mother-donate-100k-to-omalley-super-pac-218422,Eliot Spitzer and his mother donate $100K to O'Malley super PAC,1.0,14
26360,http://www.foxnews.com/politics/2016/01/30/clinton-sanders-camps-agree-to-more-debates-dnc-has-yet-to-give-ok.html,"CANDIDATES UNITE  Dem rivals agree to more debates, await DNC's OK",1.0,22
26361,http://www.politico.com/story/2016/01/bernie-sanders-iowa-caucuses-218299,"Sanders: 'If there’s a large voter turnout, we’re going to win'",1.0,10
26379,http://www.huffingtonpost.com/lincoln-mitchell/how-will-we-remember-the_b_9795926.html,How Will We Remember the 2016 Presidential Election,0.0,10
26466,http://www.politico.com/story/2016/02/jeb-bush-iowa-caucuses-218594,Bush's Iowa performance is even worse than expected,-0.5,10
26637,http://www.politico.com/blogs/2016-dem-primary-live-updates-and-results/2016/03/hillary-clinton-bernie-sanders-national-poll-220425,Clinton's national lead over Sanders narrows to single digits,0.272727280855,11
26721,http://www.politico.com/story/2016/01/leon-panetta-endorses-hillary-clinton-217451,Leon Panetta endorses Hillary Clinton,0.40000000596,10
26745,http://www.politico.com/story/2016/01/bernie-sanders-poll-surge-217634,Sanders bests Clinton in new early state polls,0.074074074626,27
26935,http://www.politico.com/story/2016/01/ted-cruz-iowa-obamacare-voter-218450,Ted Cruz tangles with Iowa voter over Obamacare,-0.107142858207,28
27144,https://www.washingtonpost.com/news/the-fix/wp/2016/03/07/ted-cruz-says-the-media-is-waiting-to-publish-its-most-damaging-donald-trump-exposes-that-doesnt-make-sense/,Ted Cruz says the media is waiting to publish its most damaging Donald Trump exposés. That doesn't make sense.,-0.818181812763,11
27171,https://www.buzzfeed.com/andrewkaczynski/ben-carson-id-be-never-trump-too-if-election-stakes-werent-s,Ben Carson: I'd Be Never Trump Too If Election Stakes Weren't So High,-0.0344827584922,29
27223,http://www.cnn.com/2016/01/12/politics/elizabeth-warren-2016-endorsement/index.html,Pressure grows on Warren to pick a side in Democratic race,0.54545456171,11
27225,http://www.politico.com/story/2016/01/hillary-clinton-bernie-sanders-presidency-218066,Clinton hits Sanders: 'A president has to deliver in reality',0.0714285746217,14
27356,https://www.washingtonpost.com/news/post-politics/wp/2016/01/27/jeb-bush-mocks-trumps-debate-boycott-poor-little-donald-being-mistreated/,"Jeb Bush mocks Trump's debate boycott: 'Poor little Donald, being mistreated'",-1.0,23
27392,http://blogs.wsj.com/washwire/2016/01/12/texan-ted-cruz-supporters-swarm-frosty-iowa-to-campaign-for-their-senator/,Texan Ted Cruz Supporters Swarm Frosty Iowa to Campaign for their Senator,0.0,16
27398,http://blogs.wsj.com/washwire/2016/01/19/iowans-question-to-bernie-sanders-how-would-you-pass-your-agenda/,Iowan’s Question to Bernie Sanders: How Would You Pass Your Agenda?,0.615384638309,13
27607,http://www.huffingtonpost.com/adam-levin/donald-trump-is-right-abo_b_9424030.html,Donald Trump Is Right About One Thing...Ish,0.0909090936184,11
27799,https://www.washingtonpost.com/news/post-politics/wp/2016/02/15/donald-trump-unloads-on-ted-cruz-liar-dishonest-and-unstable/,"Donald Trump unloads on Ted Cruz: 'Liar,' 'dishonest' and 'unstable'",-0.896551728249,29
27804,http://www.latimes.com/politics/la-na-sanders-clinton-20160424-story.html,Voters' 'Bernie or Bust' efforts persist despite Sanders' vow not to be another Ralph Nader,0.0,10
28013,http://www.foxnews.com/politics/2016/01/23/report-bloomberg-considering-indepedent-2016-white-house-bid.html,BLOOMING CANDIDACY? Former NYC mayor reportedly mulling WH bid,0.03125,32
28050,http://www.politico.com/story/2016/01/bernie-sanders-fda-head-217623,Sanders may block Obama's pick to head FDA,0.0,10
28074,http://www.politico.com/story/2016/01/ted-cruz-dan-wilks-criminal-charges-217724,Cruz mega-donors’ path to ‘kingdom building’,-0.24137930572,29
28156,https://www.washingtonpost.com/opinions/the-gops-schoolyard-scuffle/2016/02/29/8c1767f0-df1a-11e5-846c-10191d1fc4ec_story.html,The GOP race has become an embarrassing reality-television show,-0.944444417953,72
