author,follower_ct,friends_count,favourites_count,verified
22069212,3797,2257,5629,False
2683813622,124,101,3370,False
20263710,106378,445,57835,False
212110673,233,936,359,False
2571166136,636,620,7446,False
41691959,4504,3914,16263,False
20992556,5972,102,1311,False
81438841,9265,9804,14633,False
702634449050181632,,,,
37436193,705,992,157,False
13737822,9323,1170,6958,False
1900586132,723,1702,3204,False
14186773,1475,1957,5,False
12423202,2677,1919,110,False
16130339,4237,4238,467,False
1305203971,1481,627,1,False
114489528,45290,8447,1731,False
253203280,395,539,315,False
25190489,7024,3440,875,True
20167716,4956,1000,9149,False
578348764,733,242,13402,False
3388012540,,,,
281640789,130,544,23,False
2921084698,5776,5707,8993,False
15970567,15470,7854,1827,True
97837908,598,925,3257,False
900162056,1015,895,374,False
419240341,373,212,218,False
29581101,990,2227,1595,False
13745962,3514,1111,23851,False
22730618,5062,5414,4061,False
19028350,10288,9547,2601,False
21700839,974,494,782,False
1568555347,596,765,49,False
7839052,973,1225,1625,False
41900091,142,504,48,False
4693602139,1489,1828,15892,False
25801216,1901,2740,17162,False
2766862088,382,402,1261,False
1482630408,763,543,1033,False
19261510,202,151,1536,False
15753057,8579,1129,11,False
458522324,24862,2713,671,False
41516710,24270,305,11216,False
59349071,1574,1465,875,False
106591943,493,1191,1355,False
3440693962,24376,4594,10875,False
241140071,11530,9132,37949,False
19236012,1029,1998,2899,False
3141765771,1265,904,1760,False
862030153,5502,1048,29299,False
624055459,40,109,386,False
154867218,62,651,717,False
232625982,2955,2274,16,False
252782781,148,230,31,False
370681569,422,322,4381,False
39076082,9161,5781,331,False
147799780,2537,2965,2477,False
431564263,2112,1567,3712,False
1833727315,562,634,288,False
1014391382,843,404,64,False
767924785,1074,4163,10589,False
153047235,1232,381,58,False
100578161,670,1107,30,False
534575464,557,872,897,False
84602512,3330,3342,1095,False
477044182,1633,677,4890,False
4369570102,,,,
25021862,4055,3977,19834,False
21175813,1087,2477,4439,False
21577373,97,271,431,False
349844116,2204,1976,209,False
8878882,515,516,14201,False
1050271441,620,553,5361,False
1719285439,119,174,103,False
37738073,5382,1411,2370,False
1903011139,5794,5342,154405,False
15525938,2264,1325,973,False
76938029,4528,3944,2735,False
16955514,5961,960,231,False
542814013,,,,
298214141,2407,2394,14,False
23397543,202,779,15,False
22047190,904,1109,4966,False
91417169,374,705,219,False
3154619140,1067,4997,4,False
249886579,152,256,27,False
2666945642,1226,1066,860,True
968186706,826,2205,11,False
51453836,737,1096,1928,False
121547313,836,2162,544,False
30973100,501,439,5023,False
20289960,2636,2883,7246,False
313750447,741,1083,2902,False
2975604540,279,431,15926,False
54251340,2488,384,3897,False
2912578949,1255,1970,25,False
55756399,3968,1337,4263,True
14649985,206,1517,0,False
21131088,1482,325,0,False
17964208,455,624,441,False
19396560,51556,5682,544,False
16915314,27640,30333,2532,False
72750421,3478,4054,10403,False
14945340,914,318,135,False
48185455,385,58,8469,False
17907072,4381,4932,26,False
2168933815,7429,6832,1811,False
14716378,88,103,9,False
1638474192,261,244,4694,False
206383394,625,1158,6,False
116056253,402,376,2295,False
18309469,288,132,7,False
2950496525,0,10,8,False
57840698,100,302,147,False
2414736038,498,416,5887,False
1577528576,1310,1331,1396,False
117061128,276,290,0,False
32467299,2096,1350,3713,False
40832165,960,1651,9,False
73929597,1320,1014,284,False
16886990,693,1099,432,False
1027795165,1465,3075,11617,False
14658327,1519,750,170,False
1034054106,548,909,293,False
260537575,249,328,1629,False
15520196,2636,1678,1022,False
89092359,330,280,397,False
22261288,3049,728,311,False
76967116,9136,360,1183,False
90888044,3391,4095,39671,False
607655933,846,1862,274,False
4332585321,2,6,1,False
793204987,310,710,184,False
48068610,1760,204,652,False
69685624,16927,18596,33,False
20524712,9969,400,1,False
161876451,2535,2369,183,False
19611642,5242,5098,22158,False
525404349,263,42,15,False
17911598,1834,792,38,False
798890670,11819,11748,18206,False
17519042,45,76,1,False
336675442,597,454,4706,False
280474237,419,1210,154,False
2599012962,70,200,10,False
529702420,15,132,39,False
3008850368,3495,3124,1190,False
17048471,1024,777,199,False
50232027,41,187,3,False
4489111587,13,48,421,False
7242402,3280,2561,1251,False
66171661,465,368,232,False
1447017924,691,1717,1924,False
10696392,17358,2562,5695,True
4346736432,303,613,7840,False
70098073,625,1863,1081,False
547849237,120,308,614,False
754349186,104,439,0,False
5900562,935,323,2179,False
2921914742,460,405,5141,False
499074321,49,246,784,False
16871957,509,237,33,False
4809610164,13,70,186,False
1345739496,334,191,1749,False
703782215436513280,394,1390,2657,False
123363589,174,329,66,False
310942227,712,375,8188,False
1281002336,281,762,1772,False
47488239,245,765,1800,False
4615325543,539,842,953,False
72061615,500,584,607,False
22238505,596,374,5148,False
304139802,159,184,1,False
194823128,500,205,31095,False
19043211,183,564,43,False
932961542,576,1029,9909,False
3217059185,1873,343,172,False
302667233,39,51,233,False
1689730212,83,17,15,False
16685862,234,523,732,False
260251402,24,52,42,False
19965948,474,809,156,False
309388811,66,182,8,False
285355995,104,69,2,False
37532300,3450,3328,7,False
26186983,438,2061,398,False
15691609,5098,2564,5421,False
91909309,1688,2016,4203,False
4903151,1582,1003,98,False
363240308,1390,3390,4403,False
82347138,1470,1872,2368,False
66243483,191,85,3924,False
19639659,1448,1216,33096,False
3232054991,33263,1,1,False
2753095495,557,2083,116,False
3976676854,12590,4470,4701,False
59491152,2204,903,727,False
151745523,42,114,9,False
636611445,757,1990,636,False
17699870,360,369,43,False
479601642,3856,139,85789,False
55046304,139,390,34,False
376876772,5455,1607,296,False
222242894,510,688,13,False
66050432,928,4369,66,False
973554031,1019,1826,0,False
62340193,2000,10,0,False
6328572,2662,581,350,False
407379007,5379,48,681,False
2488436060,1392,1320,528,False
1494835716,60378,59991,2434,False
73019262,191,102,1358,False
15523710,421,970,426,False
964986038,1879,1189,0,False
389138199,807,2037,1329,False
216788638,346,148,1,False
3221854239,3617,4028,2475,False
51621678,1557,1880,5261,False
4246137673,2572,962,842,False
100930268,435,112,85,False
542071766,221,225,8497,False
312139726,1513,2099,2639,True
20464768,3589,3109,17,False
16248357,6852,6300,126,False
27050357,1364,2372,71,False
463371329,1803,1551,166,False
15113571,18058,9668,1007,False
349660063,292,672,2752,False
2975504542,5639,144,0,False
187297426,372,194,42,False
16475119,203,362,2380,False
89983830,1230,1575,0,False
67052442,10557,7164,79043,False
65500222,569,277,835,False
2477028826,4348,4118,11,False
79042009,39,14,389,False
7764672,2950,2585,917,False
320726331,12838,13551,11756,False
174743659,687,1018,35,False
54266097,1146,1419,9711,False
152901747,202,249,4,False
11351852,,,,
233349852,2868,3027,5788,False
17004618,1757444,1139,44,True
53477624,504,128,10171,False
13413,5978,2401,4159,False
33579246,1360,2385,862,False
633019352,,,,
41287144,16761,362,55,False
2502435974,2004,3078,57,False
7155782,1716,759,3589,False
454440053,3073,2959,7432,False
85131054,85840,1515,243,True
258479092,432,1103,26,False
21156721,833,1350,283,True
246617656,310,328,238,False
2405238980,546,1213,1969,False
117102154,1265,858,337,False
1661246144,739,583,1974,False
18545481,16885,15871,23391,False
22879447,91,314,60,False
1710512438,8,100,0,False
115493849,784,2847,5511,False
68486911,5736,6284,110,False
191170083,487,447,573,False
1235298822,56,98,906,False
175638972,18,25,0,False
171512769,345,129,36,False
18005415,6595,622,0,False
3356482571,21,0,0,False
1595007374,58,698,0,False
102590831,1340,1262,5927,False
111147633,9,38,21,False
17699845,1755,2232,10925,False
993862188,210,1934,8,False
17561562,44790,170,758,False
29012171,231,648,1292,False
483426850,5000,5048,7370,False
213137160,2572,2457,0,False
14772114,3191,427,348,False
127296243,5533,434,54077,False
275798650,1328,393,1866,False
114927963,728,709,104582,False
1376212958,552,314,49,False
3410689588,7324,6203,29446,False
39647774,157,160,800,False
2549934690,380,20,5243,False
43420311,2197,2254,14377,False
860728076,9,8,0,False
76422030,175,6,0,False
2892806795,419,503,12,False
54710888,1040,2020,1609,False
64900345,297,582,1531,False
14777888,264,621,3829,False
17586038,3260,2192,32199,False
738439242,111,304,2788,False
21587518,32,17,3,False
473424274,187,548,340,False
2711171023,1441,1869,2904,False
1511844822,1241,2086,3,False
37343668,627,524,58,False
22067448,1098,1317,49994,False
1553039516,2713,2458,7028,False
266944201,222,388,293,False
1906666825,,,,
21783739,1687,448,26,False
22049176,1195,620,925,False
77563142,19812,757,7870,False
55218049,5927,22,0,False
353879012,104,1221,5097,False
49081085,359,1686,667,False
8472082,1352,1962,3,False
4068653052,769,40,0,False
2986398581,1515,1756,2,False
26632935,3098,2097,861,True
14849448,2412,3923,1562,False
312129169,13073,13380,8658,False
18393982,1407,1100,308,False
14333781,763,2150,247,False
46887082,2240,3014,88,False
39766984,520,1742,590,False
19518552,425,856,119,False
2180959435,579,628,61702,False
343028553,275,390,2669,False
12086332,12388,12326,1847,False
41067762,2521,3074,4270,False
351850150,54117,27434,309,False
14144027,6524,6311,463,False
220087241,510,440,5461,False
35132551,1015,307,12575,False
26536146,3279,1998,18922,False
250305365,3137,2623,935,True
29807088,1309,1107,814,False
19129419,1309,602,613,False
3685845554,42,120,812,False
106912739,171,134,547,False
973546459,660,943,0,False
17928714,1785,1690,3784,False
629512521,3114,2827,3668,False
21565264,1431,2052,23,False
262769492,36,75,8,False
16261513,7320,1658,628,True
342718663,94,82,7283,False
102499134,4123,414,2695,False
28729354,4354,4242,690,False
1155261757,3464,1199,122,False
43811517,2438,2310,6077,False
248057480,173,312,782,False
13526822,1239,972,508,False
53690214,103,106,8,False
22805192,2950,2898,4116,False
112526560,25102,1087,753,True
2892770932,315,194,538,False
3427978935,809,1750,1532,False
27467165,548,720,2529,False
13363682,398,190,655,False
1446408937,7552,1192,4590,True
32786616,4726,1749,109,False
3890312296,1,0,0,False
765763200,8214,7238,38958,False
14535614,784,1722,738,False
2244196914,1854,228,6384,False
1710560114,38,0,0,False
50214291,900,2003,649,False
1099979496,1789,3724,3598,False
3112758273,4,20,4,False
95568205,982,1195,0,False
1781551,18214,2422,8663,False
118354960,667,691,1271,False
66753888,384,852,3189,False
1739468683,109,42,0,False
12289162,376,1253,460,False
40105485,8,6,39,False
99071492,459,336,850,False
2173449500,274,778,18,False
2890828923,1521,3585,50044,False
1968584150,851,1666,264,False
707215658644324353,,,,
14659577,1650,1725,5160,False
603368357,1003,2149,1528,False
705129055348252673,309,256,1577,False
131218499,2589,849,548,False
87991195,441,295,308,False
47025294,3436,964,1134,False
142018794,1039,2027,5872,False
317959069,572,459,2291,False
124137039,1876,1782,7450,False
166682786,1471,1028,270,False
278214197,8117,8910,0,False
466144416,4289,3750,6181,False
100441757,458,460,822,False
316632855,39004,11055,887,False
33665634,602,406,22233,False
525732418,100,466,1514,False
2174620748,620,1913,1,False
127680123,666,547,252,False
822576654,7244,7254,29010,False
27578606,255,236,27,False
2820177629,171,491,182,False
18042918,379,2348,288,False
18407249,3124,4608,496,False
1739450192,83,39,0,False
2318198041,72,154,3,False
143608757,1857,1731,24857,False
337996134,724,966,93,False
7864222,14775,849,317,False
40608796,2532,1817,14633,False
21238463,15,67,20,False
2646474612,394,392,956,False
18455693,2754,3230,38,False
36316787,244,248,61,False
14834574,468,872,894,False
53442077,134,223,1177,False
749748420,12273,12052,4424,False
517568346,5008,3986,0,False
36246939,3073,84,0,True
17497628,37946,422,8683,False
537479483,8961,9590,780,False
11604782,8574,2055,387,True
2831963509,154,434,2,False
3119063535,392,828,373,False
378573722,330,312,1873,False
969919808,459,576,165,False
19695907,5593,5631,1267,False
1722675091,386,1103,576,False
703394778675875844,7150,1207,5330,False
2493553886,910,670,5,False
255624128,1164,417,22,False
14927768,868,812,54,False
4516755989,163,270,232,False
1708639452,6435,3715,222,False
141108912,2463,715,131,True
564910159,51,80,2,False
320719828,193,413,231,False
538699837,754,410,1212,False
4821135339,3632,4382,8408,False
4831906940,86,177,88,False
393932458,882,892,205,False
21103374,282,379,2988,False
132322146,1866,502,1240,False
37212910,930,1442,3576,False
16002456,785,1857,204,False
4703384546,2912,225,121,False
330145442,951,2025,15,False
547676618,199,189,1749,False
18176907,32553,29923,35,False
1027494036,76,93,88,False
5849252,1023,601,62,False
2557719168,19,10,0,False
622857704,1806,841,33,False
1097113405,2172,1902,162,False
27274874,212,201,102,False
103983157,2438,273,258,True
2743000744,1327,601,5339,False
531686758,114,325,48,False
1944368731,486,331,6413,False
889024146,24885,14954,43035,False
1602413564,158,125,1,False
22370512,793,681,1869,False
22815785,133,94,0,False
22489119,1276,1955,494,False
1894735813,4685,4591,1011,False
48745786,913,2040,75,False
200721300,79,519,383,False
454588094,10100,2329,8237,False
860655702,136,706,1767,False
24009528,4543,4993,54,False
3142028589,3,9,196,False
2810009016,4185,5000,91267,False
2955781109,314,382,23,False
12626212,263,751,17,False
1323704508,132,277,34,False
245911695,430,495,346,False
25164879,208,240,2050,False
195097004,1415,338,554,False
3403262584,662,868,1578,False
297686742,1272,1204,597,False
57402193,1950,2363,3850,False
118713637,5551,5623,591,False
492459925,6,44,0,False
500917768,123,96,2683,False
776150707,725,698,5,False
2469669336,70,88,524,False
