author,follower_ct,friends_count,favourites_count,verified
474559994,647,716,226,False
283631263,3553,3891,1940,False
171952791,62,254,27,False
547900505,1296,2406,271,False
16601559,119,27,78,False
3260503620,4897,5277,55831,False
22733268,24351,12343,12,False
247460595,83,241,233,False
23327374,309,489,339,False
531745084,47,68,41,False
4241614274,91,472,198,False
701821488,4690,514,1,True
570348533,4137,1515,46,False
3194899940,3049,3403,15899,False
710990834972233728,22634,22135,11003,False
15906702,2532,1514,22974,False
33827083,933,2073,12771,False
22410301,14160,3242,117,False
219149924,639,2037,219,False
911086212,2199,2449,742,False
66783286,736,181,293,False
20284379,2454,2128,2093,False
177900605,1064,475,26079,False
105176483,1401,2022,58,True
110329526,810,2022,19,False
381928602,4369,3952,2967,False
2304362828,772,406,379,True
74760597,6338,6571,575,False
177856221,435,988,7,False
22202811,93,103,141,False
3036592718,80,296,3,False
24523863,2710,3077,49,False
322564915,2026,778,1124,False
330494206,114,414,159,False
4686976566,,,,
4416625097,6802,4528,4395,False
22868344,926,42,0,False
3225642185,394,389,1553,False
1499079769,492,492,876,False
4819755191,2409,3975,0,False
2165743896,17,94,660,False
16494410,837,588,859,False
83783442,2136,1089,103939,False
48490006,19198,4072,47506,True
552260916,1063,1601,9917,False
53058728,5542,4045,2539,False
1024537795,628,2027,564,False
859595520,1176,1172,7948,False
2153834941,519,677,2087,False
19141265,468,796,375,False
102150935,848,1234,5467,False
23413579,978,391,12149,False
1739425458,78,55,0,False
18988977,1851,1981,7000,False
107268397,114,544,8,False
92455469,471,671,2906,False
1523505684,956,1969,8822,False
537626449,8556,9274,2094,False
1543057507,248,366,59,False
16833343,825,1026,10436,False
15210410,23917,324,68,True
243770734,5943,1669,5121,False
4547869279,37508,39201,40841,False
26243227,3154,3044,145,False
7039782,269,477,708,False
1725949873,110,239,43,False
62932775,5307,659,267,False
3040647821,32,73,1,False
2415007580,857,1579,1,False
17359424,100,512,2,False
152148763,967,1379,819,False
20776534,479,477,4386,False
14902100,2556,2276,5581,False
78417631,2884,1466,3106,False
301789519,864,421,10425,False
2522059674,26,39,1028,False
19084950,897,922,368,False
331096788,477,342,1675,False
47185866,134,275,50,False
1137881,8230,1742,11377,False
16898084,413,363,72,False
41852388,74,106,28,False
2213720605,0,0,0,False
30959927,10535,10054,34,False
28018091,219,375,77,False
89857317,1449,2193,838,False
195815890,7,37,248,False
41201182,2002,2169,106,False
15608529,587,1142,1107,False
69467519,93,179,409,False
700528092448575488,20,119,14,False
22639022,692,1091,45,False
937955604,512,781,25,False
164694014,403,127,19879,False
190298721,8660,689,205,False
24550850,3098,70,1924,False
18058556,1236,991,172,False
8967432,6206,594,374,False
1226087424,780,619,404,False
185374248,1660,2164,13651,False
774842190,1057,866,1425,False
409424481,2500,2649,809,False
1499035212,4805,328,0,False
482274576,3139,3194,21026,False
3873342614,93,316,447,False
17881467,23410,1365,5331,True
406492248,1331,1216,5720,False
96780563,3402,243,38,True
871534596,0,3,0,False
513127133,1279,2707,2396,False
21844854,91386,396,33,True
20619210,1148,1994,8,False
209268794,1515,1713,1,False
