,tid,url
22204,715833210874249216,https://myaccount.nytimes.com/auth/login?URI=http%3A%2F%2Fwww.nytimes.com%2Finteractive%2F2016%2F04%2F01%2Fus%2Fpolitics%2Fhow-votes-for-trump-could-become-delegates-for-someone-else.html%3F_r%3D5&REFUSE_COOKIE_ERROR=SHOW_ERROR
1271064,687125885196046336,https://myaccount.nytimes.com/auth/login?URI=http%3A%2F%2Fwww.nytimes.com%2Fpolitics%2Ffirst-draft%2F2016%2F01%2F12%2Fted-cruz-suggests-donald-trump-is-taking-cues-from-democrats%2F%3F_r%3D5&REFUSE_COOKIE_ERROR=SHOW_ERROR
715756,702153475745038336,https://myaccount.nytimes.com/auth/login?URI=http%3A%2F%2Fwww.nytimes.com%2Fpolitics%2Ffirst-draft%2F2016%2F02%2F23%2Fdonald-trump-on-protester-id-like-to-punch-him-in-the-face%2F%3Fsmprod%3Dnytcore-iphone%26smid%3Dnytcore-iphone-share%26_r%3D5&REFUSE_COOKIE_ERROR=SHOW_ERROR
1414426,708620461135896576,https://myaccount.nytimes.com/auth/login?URI=http%3A%2F%2Fwww.nytimes.com%2Fpolitics%2Ffirst-draft%2F2016%2F03%2F11%2Fhillary-clinton-lauds-reagans-on-aids-a-backlash-erupts%2F%3F_r%3D5&REFUSE_COOKIE_ERROR=SHOW_ERROR
1119248,688143048077791236,https://twitter.com/cnnbrk/status/688137962156994560
1626373,710638833981853696,https://twitter.com/cnnbrk/status/710621521442693121
1447865,708286431253368832,https://twitter.com/foxnews/status/708149708682702848
516154,701210504136536065,https://twitter.com/li_politico/status/697975533397643266
1526057,709440267082858496,https://twitter.com/noahgraycnn/status/667182208231211008
1082108,692897737352704001,https://twitter.com/nytimes/status/692896633676115968
584377,703825879453949953,https://twitter.com/politico/status/703808977704980484
1058683,692372906211418112,https://www.buzzfeed.com/andrewkaczynski/in-2011-trump-blasted-republicans-for-being-too-afraid-and-s?utm_term=.xi0RlVbVb
533923,704473656924069888,https://www.buzzfeed.com/bensmith/trump-tape?utm_term=.xtDnv2mJzJ
857235,694362026051645441,https://www.buzzfeed.com/buzzfeednews/the-iowa-caucus-winners-are
1023657,690085966384619521,https://www.buzzfeed.com/kyleblaine/so-uh-heres-the-full-text-of-sarah-palins-bizarre-trump-spee?utm_term=4ldqpia
1559386,709637445407653888,https://www.washingtonpost.com/blogs/post-partisan/wp/2016/03/13/donald-trumps-chicago-scam/
1389345,707298711815081985,https://www.washingtonpost.com/news/in-theory/wp/2016/03/08/republicans-created-dysfunction-now-theyre-paying-for-it/?postshare=7851457467825871&tid=ss_tw
993141,686949487604973569,https://www.washingtonpost.com/news/post-politics/wp/2015/08/02/charles-koch-compares-work-of-his-political-network-to-civil-rights-movement/?postshare=2061438559661494
557437,698601494937997312,https://www.washingtonpost.com/news/post-politics/wp/2015/08/17/20-times-donald-trump-has-changed-his-mind-since-june/
484165,695075810449965056,https://www.washingtonpost.com/news/post-politics/wp/2016/02/03/is-ted-cruz-the-republican-bernie-sanders/
1532082,709261796192813056,https://www.washingtonpost.com/news/post-politics/wp/2016/03/12/rubio-there-is-no-doubt-obama-helped-stoke-recent-political-chaos/
107525,720000786785296384,https://www.washingtonpost.com/news/post-politics/wp/2016/04/11/sanders-and-activist-go-after-clinton-on-fracking/
306052,724673479203819523,https://www.washingtonpost.com/news/post-politics/wp/2016/04/25/to-counter-cruzs-organization-trump-to-personally-court-delegates-at-california-and-virginia-gop-conventions/
562880,700400767858053120,https://www.washingtonpost.com/news/powerpost/wp/2016/02/18/republican-promises-benghazi-panel-report-as-soon-as-possible/
173355,720637583705968641,https://www.washingtonpost.com/news/rampage/wp/2016/04/14/hillary-clinton-is-the-only-candidate-who-a-majority-of-americans-say-is-qualified-to-be-president/?postshare=2691460644191413&tid=ss_tw
1494701,707937382411214852,https://www.washingtonpost.com/news/the-fix/wp/2016/03/10/the-poignant-moment-that-donald-trumps-immigration-policies-were-made-real-for-all-to-see/
56673,716505640315789312,https://www.washingtonpost.com/news/wonk/wp/2016/04/02/the-bizarre-optimism-in-donald-trumps-theory-of-the-economy/
1768921,714685833908002816,https://www.washingtonpost.com/opinions/rush-limbaughs-defense-of-trump-is-killing-conservatism/2016/03/28/9f0c2b16-f522-11e5-8b23-538270a1ca31_story.html
1470824,707123056502816768,https://www.washingtonpost.com/politics/an-awkward-reality-for-bernie-sanders-a-strategy-focused-on-whiter-states/2016/03/07/311ad3e4-e412-11e5-b0fd-073d5930a7b7_story.html
1081859,691991442504425472,https://www.washingtonpost.com/politics/as-first-voting-nears-trump-seems-stronger/2016/01/25/349439d4-c392-11e5-a4aa-f25866ba0dc6_story.html?postshare=4561453818398459&tid=ss_tw
1421263,708008609007861760,https://www.washingtonpost.com/politics/trump-will-once-again-face-attacks-from-cruz-rubio-and-kasich-in-thursday-nights-debate/2016/03/10/f2186332-e6cd-11e5-a6f3-21ccdbc5f74e_story.html
1305960,704530474891251713,https://www.washingtonpost.com/posteverything/wp/2016/02/29/heres-what-demagogues-like-trump-do-to-their-countries-when-they-take-power/?tid=ss_tw-bottom
