"","X","url","sentiment_mean","num_tweets","wc","negativ_ct","positiv_ct","negativ_percent","positiv_percent","emotionality","positivity","log_emotionality","log_wc","log10_wc","sqrt_wc","log_num_tweets"
"620",619,"http://www.npr.org/2016/01/09/462404642/the-tea-partiers-quandary-what-to-make-of-trumps-rise",0.0526315793395,38,1037,11,8,0.0106075216972,0.00771456123433,0.0183220829315,-0.00289296046287,-5.77027266537226,6.94408720822953,3.01577875638904,32.2024843762092,3.63758615972639
"621",620,"http://www.cnn.com/2016/01/13/politics/donald-trump-white-nationalist-robocalls/index.html",-0.051724139601,58,671,10,10,0.0149031296572,0.0149031296572,0.0298062593145,0,-5.06824086131069,6.50876913697168,2.82672252016899,25.9036676939772,4.06044301054642
"622",621,"http://www.cnn.com/2016/01/15/politics/fox-business-gop-debate-in-gifs/index.html",0.095238097012,21,324,3,3,0.00925925925926,0.00925925925926,0.0185185185185,0,-5.75488750216491,5.78074351579233,2.51054501020661,18,3.04452243772342
"623",622,"http://www.foxnews.com/politics/2016/01/19/cruz-hits-trump-on-immigration-eminent-domain-in-new-hampshire.html",0.296296298504,81,617,10,7,0.0162074554295,0.0113452188006,0.0275526742301,-0.00486223662885,-5.18166383790148,6.42486902390539,2.79028516403324,24.8394846967484,4.39444915467244
"624",623,"http://www.politico.com/blogs/on-media/2016/01/donald-trump-megyn-kelly-218161",0,21,1504,5,13,0.00332446808511,0.00864361702128,0.0119680851064,0.00531914893617,-6.38466385023327,7.31588350450979,3.17724783625562,38.7814388593306,3.04452243772342
"625",624,"http://www.cnn.com/2016/01/23/politics/john-kasich-independent-voters-new-hampshire/index.html",0.95454543829,22,269,2,4,0.00743494423792,0.0148698884758,0.0223048327138,0.00743494423792,-5.48649986183253,5.59471137960184,2.42975228000241,16.4012194668567,3.09104245335832
"626",625,"http://www.cnn.com/2016/01/25/politics/ted-cruz-donald-trump-iowa/index.html",0.658227860928,158,247,1,2,0.00404858299595,0.0080971659919,0.0121457489879,0.00404858299595,-6.36340473085809,5.50938833662798,2.39269695325967,15.7162336455017,5.06259503302697
"627",626,"http://www.politico.com/story/2016/01/ted-cruz-iowa-ads-hit-marco-rubio-218419",0.037037037313,27,1553,9,11,0.00579523502898,0.00708306503542,0.0128783000644,0.00128783000644,-6.27891401949899,7.34794382314869,3.19117145572856,39.4081209904761,3.29583686600433
"628",627,"http://www.foxnews.com/politics/2016/02/03/cruz-fires-back-at-trumps-cheating-charges-says-hes-losing-it.html",-0.0853658542037,82,557,8,1,0.0143626570916,0.00179533213645,0.016157989228,-0.0125673249551,-5.95160851589836,6.32256523992728,2.74585519517373,23.6008474424119,4.40671924726425
"629",628,"http://www.cnn.com/2016/02/11/politics/john-kasich-ken-langone/index.html",0,12,409,0,11,0,0.0268948655257,0.0268948655257,0.0268948655257,-5.21652541430297,6.0137151560428,2.61172330800734,20.2237484161567,2.484906649788
"630",629,"http://www.cnn.com/2016/02/29/politics/erick-erickson-axe-files-david-axelrod/index.html",0,17,522,1,7,0.00191570881226,0.0134099616858,0.0153256704981,0.0114942528736,-6.02790599656841,6.25766758788264,2.71767050300226,22.8473193175917,2.83321334405622
"631",630,"http://www.cnn.com/2016/03/17/politics/hillary-clinton-border-mexico/index.html",0,23,278,1,4,0.00359712230216,0.0143884892086,0.0179856115108,0.0107913669065,-5.79701297783545,5.62762111369064,2.44404479591808,16.6733320005331,3.13549421592915
"632",631,"http://www.cnn.com/2016/04/28/politics/ted-cruz-carly-fiorina-indiana-plan/index.html",0.0500000007451,60,30,0,0,0,0,0,0,-Inf,3.40119738166216,1.47712125471966,5.47722557505166,4.0943445622221
"633",632,"http://www.cnn.com/2016/01/07/politics/jeb-bush-chris-christie-better-looking/index.html",0.416666656733,12,352,1,2,0.00284090909091,0.00568181818182,0.00852272727273,0.00284090909091,-6.87446911791568,5.8636311755981,2.54654266347813,18.7616630392937,2.484906649788
"634",633,"http://www.cnn.com/2016/01/09/politics/jeb-bush-powerball-donald-trump/index.html",0.846153855324,13,225,2,9,0.00888888888889,0.04,0.0488888888889,0.0311111111111,-4.35434957257941,5.41610040220442,2.35218251811136,15,2.56494935746154
"635",634,"http://www.cnn.com/2016/01/04/politics/donald-trump-rally-massachusetts/index.html",0,23,418,5,2,0.011961722488,0.00478468899522,0.0167464114833,-0.00717703349282,-5.90000421001928,6.03548143252476,2.62117628177504,20.4450483002609,3.13549421592915
"636",635,"http://www.cnn.com/2016/01/18/politics/marco-rubio-cuban-migrants-immigration-crisis/index.html",-0.875,32,1735,18,30,0.0103746397695,0.0172910662824,0.0276657060519,0.00691642651297,-5.17575744674307,7.45876269238096,3.23929947912689,41.6533311993171,3.46573590279973
"637",636,"http://www.politico.com/story/2016/01/trump-cruz-glenn-beck-218058",-0.0444444455206,45,1423,6,15,0.00421644413212,0.0105411103303,0.0147575544624,0.00632466619817,-6.08240252374805,7.26052259808985,3.15320490008428,37.72267222772,3.80666248977032
"638",637,"http://www.npr.org/2016/01/28/464754502/voters-dont-see-trump-as-religious-but-also-dont-seem-to-care",0.987951815128,83,434,1,5,0.00230414746544,0.0115207373272,0.0138248847926,0.00921658986175,-6.17658873172611,6.07304453410041,2.63748972951251,20.8326666559997,4.4188406077966
"639",638,"http://www.cnn.com/2016/02/05/politics/marco-rubio-2016-new-hampshire-primary/index.html",0.0104166669771,96,1563,10,16,0.00639795265515,0.0102367242482,0.0166346769034,0.00383877159309,-5.90966234485778,7.35436233042148,3.19395897801919,39.5347948015416,4.56434819146784
"640",639,"http://www.cnn.com/2016/02/11/politics/jeb-bush-giving-up-for-lent/index.html",0.458333343267,24,414,4,5,0.00966183574879,0.012077294686,0.0217391304348,0.0024154589372,-5.52356195605586,6.02586597382531,2.6170003411209,20.3469899493758,3.17805383034795
"641",640,"http://www.politico.com/story/2016/02/trump-apple-iphone-unlock-219369",0.0526315793395,19,1499,10,15,0.00667111407605,0.0100066711141,0.0166777851901,0.00333555703803,-5.90592847817545,7.3125534981026,3.17580163284828,38.7169213652119,2.94443897916644
"642",641,"http://www.cnn.com/2016/02/24/opinions/trump-will-be-republican-nominee-robbins/index.html",0.0416666679084,24,1211,14,14,0.0115606936416,0.0115606936416,0.0231213872832,0,-5.43462822763903,7.09920174355309,3.08314414314305,34.7994252826106,3.17805383034795
"643",642,"http://www.cnn.com/2016/03/06/politics/democratic-debate-highlights/index.html",0.0260869562626,115,876,15,13,0.0171232876712,0.0148401826484,0.0319634703196,-0.00228310502283,-4.96743213754514,6.77536609093639,2.94250410616808,29.5972971738975,4.74493212836325
"644",643,"http://www.cnn.com/2016/03/16/politics/donald-trump-mitch-mcconnell-paul-ryan-call/index.html",0.5,24,231,5,3,0.021645021645,0.012987012987,0.034632034632,-0.00865800865801,-4.8517490414175,5.44241771052179,2.36361197989214,15.1986841535707,3.17805383034795
"645",644,"http://www.cnn.com/2016/03/15/politics/jerry-springer-donald-trump-entertainment-2016-presidential-race/index.html",-0.929292917252,99,358,7,3,0.0195530726257,0.00837988826816,0.0279329608939,-0.0111731843575,-5.16188768237456,5.8805329864007,2.55388302664387,18.9208879284245,4.59511985013459
"646",645,"http://www.foxnews.com/politics/2016/04/27/trump-looks-ahead-after-5-state-sweep.html",0.809523820877,42,1044,3,18,0.00287356321839,0.0172413793103,0.0201149425287,0.014367816092,-5.63558857379368,6.95081476844258,3.01870049866624,32.310988842807,3.73766961828337
"647",646,"http://www.politico.com/story/2016/01/donald-trump-saudi-prince-twitter-218355",-0.0769230797887,26,1519,15,12,0.00987491770902,0.00789993416722,0.0177748518762,-0.0019749835418,-5.8140186523414,7.32580750259577,3.18155777386279,38.9743505398102,3.25809653802148
"648",647,"http://www.huffingtonpost.com/ryan-hagemann/dissecting-ben-carsons-cy_b_9089948.html",0.941176474094,17,1419,11,28,0.0077519379845,0.0197322057787,0.0274841437632,0.0119802677942,-5.18525665519901,7.25770767716004,3.15198239545747,37.6696164036747,2.83321334405622
"649",648,"http://www.cnn.com/2016/02/12/politics/hillary-clinton-bernie-sanders-debate-tension/index.html",-0.074074074626,27,883,10,10,0.0113250283126,0.0113250283126,0.0226500566251,0,-5.46434153276375,6.78332520060396,2.94596070357757,29.7153159162073,3.29583686600433
"650",649,"http://www.foxnews.com/opinion/2016/02/21/trump-big-winner-clinton-still-on-shaky-ground.html",0.975609779358,41,1287,16,18,0.012432012432,0.013986013986,0.026418026418,0.001554001554,-5.24233349697181,7.16006920759613,3.10957854690439,35.8747822293042,3.71357206670431
"651",650,"http://www.cnn.com/2016/02/16/politics/donald-trump-ted-cruz-lawsuit-threat/index.html",-0.238095238805,21,374,5,4,0.0133689839572,0.0106951871658,0.024064171123,-0.00267379679144,-5.376969458445,5.92425579741453,2.57287160220048,19.3390796058137,3.04452243772342
"652",651,"http://www.cnn.com/2016/02/25/politics/vicente-fox-donald-trump-wall/index.html",0,68,247,2,3,0.0080971659919,0.0121457489879,0.0202429149798,0.00404858299595,-5.62643913669426,5.50938833662798,2.39269695325967,15.7162336455017,4.21950770517611
"653",652,"http://www.cnn.com/2016/03/16/politics/donald-trump-campaign-manager-corey-lewandowski-convention-delegate/index.html",0.0799999982119,25,160,2,2,0.0125,0.0125,0.025,0,-5.32192809488736,5.07517381523383,2.20411998265592,12.6491106406735,3.2188758248682
"654",653,"http://www.politico.com/story/2016/03/inside-cruzs-state-by-state-plan-to-defeat-trump-220702",0.266666680574,15,2506,17,13,0.00678371907422,0.00518754988029,0.0119712689545,-0.00159616919393,-6.38428010371445,7.82644313545601,3.39898106665813,50.0599640431353,2.70805020110221
"655",654,"http://blogs.wsj.com/washwire/2016/01/11/rival-group-puts-high-price-on-trump-immigration-plan/",0.09375,32,742,4,5,0.00539083557951,0.00673854447439,0.0121293800539,0.00134770889488,-6.36535037517949,6.60934924316738,2.87040390527903,27.2396769437525,3.46573590279973
"656",655,"http://www.politico.com/story/2016/01/sam-pimm-ted-cruz-217567",0.956521749496,23,1339,10,13,0.00746825989544,0.00970873786408,0.0171769977595,0.00224047796863,-5.86337828926915,7.19967834569117,3.12678057701201,36.592348927064,3.13549421592915
"657",656,"http://www.politico.com/story/2016/01/poll-political-party-identify-217562",-0.372641503811,212,1368,9,9,0.00657894736842,0.00657894736842,0.0131578947368,0,-6.2479275134482,7.2211050981825,3.1360860973841,36.9864840178139,5.35658627467201
"658",657,"http://www.cnn.com/2016/01/09/politics/donald-trump-ted-cruz-birther-iowa/index.html",-0.0566037744284,159,206,2,5,0.00970873786408,0.0242718446602,0.0339805825243,0.0145631067961,-4.87914560512442,5.32787616878958,2.31386722036915,14.3527000944073,5.06890420222023
"659",658,"http://www.cnn.com/2016/01/14/politics/larry-tribe-donald-trump-ted-cruz-gop-debate/index.html",0,33,307,2,8,0.00651465798046,0.0260586319218,0.0325732899023,0.0195439739414,-4.94016675048194,5.7268477475872,2.48713837547719,17.5214154679352,3.49650756146648
"660",659,"http://www.politico.com/story/2016/01/chris-christie-new-hampshire-218196",0.0833333358169,24,2389,23,21,0.00962745918794,0.00879028882378,0.0184177480117,-0.000837170364169,-5.76275951982063,7.77863014732581,3.37821614974988,48.8773976393997,3.17805383034795
"661",660,"http://www.cnn.com/2016/01/25/politics/glenn-beck-donald-trump-dangerous/index.html",0.01094890479,274,376,7,1,0.0186170212766,0.00265957446809,0.0212765957447,-0.0159574468085,-5.55458885167634,5.92958914338989,2.57518784492766,19.3907194296653,5.61312810638807
"662",661,"http://www.cnn.com/2016/01/27/politics/donald-trump-veterans-fox-news-debate/index.html",-0.0135135138407,148,212,1,1,0.00471698113208,0.00471698113208,0.00943396226415,0,-6.72792045456334,5.35658627467201,2.32633586092875,14.560219778561,4.99721227376411
"663",662,"http://www.cnn.com/2016/02/03/politics/bernie-sanders-secret-service-protection/index.html",0.944444417953,36,232,1,2,0.00431034482759,0.00862068965517,0.0129310344828,0.00431034482759,-6.2730184944018,5.44673737166631,2.3654879848909,15.2315462117278,3.58351893845611
"664",663,"http://www.cnn.com/2016/01/22/politics/cruz-eminent-domain-trump/index.html",0.924528300762,53,740,9,10,0.0121621621622,0.0135135135135,0.0256756756757,0.00135135135135,-5.28345394707136,6.60665018619822,2.86923171973098,27.2029410174709,3.97029191355212
"665",664,"http://www.cnn.com/2016/03/09/politics/sanders-trump-economy-trade/index.html",0,92,1234,24,15,0.0194489465154,0.0121555915721,0.0316045380875,-0.00729335494327,-4.98372446028809,7.11801620446533,3.09131515969722,35.1283361405006,4.52178857704904
"666",665,"http://www.cnn.com/2016/01/17/politics/donald-trump-public-financing/index.html",0.142857149243,21,606,6,2,0.00990099009901,0.003300330033,0.013201320132,-0.00660066006601,-6.24317398347439,6.40687998606931,2.78247262416629,24.6170672501823,3.04452243772342
"667",666,"http://www.npr.org/2016/01/11/462725305/gop-debate-shrinks-to-7-candidates-rand-paul-to-skip-undercard",0.0116279069334,86,501,0,1,0,0.00199600798403,0.00199600798403,0.00199600798403,-8.96866679319661,6.21660610108486,2.69983772586725,22.3830292855994,4.45434729625351
"668",667,"http://www.cnn.com/2016/01/04/politics/rubio-national-security-speech/index.html",-0.600000023842,45,500,5,10,0.01,0.02,0.03,0.01,-5.05889368905357,6.21460809842219,2.69897000433602,22.3606797749979,3.80666248977032
"669",668,"http://www.politico.com/story/2016/01/trump-liberty-university-217942",0.0588235296309,51,1896,15,16,0.00791139240506,0.0084388185654,0.0163502109705,0.000527426160338,-5.93454693850822,7.54750168281497,3.27783833300205,43.5430821141545,3.93182563272433
"670",669,"http://www.politico.com/story/2016/01/hillary-clinton-gop-email-leaks-218008",-0.87804877758,41,1772,17,20,0.00959367945824,0.0112866817156,0.0208803611738,0.00169300225734,-5.5817095229271,7.47986413116503,3.24846371755103,42.0951303596984,3.71357206670431
"671",670,"https://www.washingtonpost.com/news/the-fix/wp/2016/02/23/early-data-suggest-an-angry-nevada-electorate-that-should-favor-donald-trump/",-0.490196079016,51,590,3,7,0.00508474576271,0.0118644067797,0.0169491525424,0.00677966101695,-5.88264304935953,6.38012253689976,2.77085201164214,24.2899156029822,3.93182563272433
"672",671,"http://www.cnn.com/2016/02/18/politics/loren-spivack-republican-dr-seuss/index.html",1,17,330,1,6,0.0030303030303,0.0181818181818,0.0212121212121,0.0151515151515,-5.55896729218965,5.79909265446053,2.51851393987789,18.1659021245849,2.83321334405622
"673",672,"http://www.cnn.com/2016/02/28/politics/clinton-sanders-super-tuesday/index.html",0.72413790226,87,895,7,11,0.00782122905028,0.0122905027933,0.0201117318436,0.00446927374302,-5.63581887070754,6.79682371827486,2.95182303531591,29.9165506033032,4.46590811865458
"674",673,"http://www.politico.com/blogs/2016-dem-primary-live-updates-and-results/2016/03/bernie-sanders-dnc-lawsuit-221216",-1,12,1384,9,12,0.00650289017341,0.00867052023121,0.0151734104046,0.0021676300578,-6.04231080486027,7.23273313617761,3.14113609012074,37.2021504754766,2.484906649788
"675",674,"http://www.foxnews.com/us/2016/03/29/california-college-student-claims-pro-trump-message-act-violence.html",-0.941176474094,34,459,10,4,0.0217864923747,0.00871459694989,0.0305010893246,-0.0130718954248,-5.03499542135709,6.12905021006055,2.66181268553726,21.4242852856285,3.52636052461616
"676",675,"http://www.cnn.com/2016/01/25/politics/paul-ryan-hugh-hewitt-circular-firing-squad-2016/index.html",-1,30,237,3,0,0.0126582278481,0,0.0126582278481,-0.0126582278481,-6.30378074817725,5.46806014113513,2.3747483460101,15.3948043183407,3.40119738166216
"677",676,"http://www.politico.com/story/2016/01/donald-trump-ronald-reagan-217545",0,24,1666,9,19,0.00540216086435,0.0114045618247,0.0168067226891,0.00600240096038,-5.89481776330585,7.41818082272679,3.22167499707077,40.8166632639171,3.17805383034795
"678",677,"http://www.politico.com/story/2016/01/bernie-sanders-hillary-clinton-217554",0.10000000149,10,1422,7,15,0.00492264416315,0.0105485232068,0.0154711673699,0.0056258790436,-6.01427413098226,7.25981961036319,3.15289959639375,37.7094152699296,2.30258509299405
"679",678,"http://www.cnn.com/2016/01/22/politics/obituary-vote-trump-clinton/index.html",-0.636363625526,11,797,5,19,0.00627352572146,0.0238393977415,0.030112923463,0.0175658720201,-5.05347341326865,6.68085467879022,2.90145832139611,28.2311884269862,2.39789527279837
"680",679,"http://www.politico.com/story/2016/01/donald-trump-iowa-caucuses-marriage-218471",0.693548381329,62,1399,10,10,0.00714796283059,0.00714796283059,0.0142959256612,0,-6.12825215227604,7.24351297466548,3.14581771449183,37.4032084185301,4.12713438504509
"681",680,"http://www.cnn.com/2016/02/08/politics/felipe-calderon-mexico-donald-trump/index.html",-0.00999999977648,100,244,2,3,0.00819672131148,0.0122950819672,0.0204918032787,0.00409836065574,-5.60880924267472,5.4971682252932,2.38738982633873,15.6204993518133,4.60517018598809
"682",681,"http://www.cnn.com/2016/02/05/politics/barbara-bush-jeb-bush-donald-trump/index.html",0.088235296309,34,762,8,6,0.010498687664,0.00787401574803,0.0183727034121,-0.00262467191601,-5.76629226543364,6.63594655568665,2.8819549713396,27.6043474836845,3.52636052461616
"683",682,"http://www.cnn.com/2016/02/29/politics/hillary-clinton-congressional-hispanic-caucus-endorsement/index.html",0.600000023842,10,140,0,3,0,0.0214285714286,0.0214285714286,0.0214285714286,-5.54432051622189,4.9416424226093,2.14612803567824,11.8321595661992,2.30258509299405
"684",683,"http://www.cnn.com/2016/03/17/politics/donald-trump-hill-republicans-conservatives/index.html",0,195,166,2,2,0.0120481927711,0.0120481927711,0.0240963855422,0,-5.37503943134505,5.11198778835654,2.22010808804005,12.8840987267251,5.27299955856375
"685",684,"http://www.cnn.com/2016/04/28/politics/trump-muslim-voters-support/index.html",1,39,24,1,0,0.0416666666667,0,0.0416666666667,-0.0416666666667,-4.58496250072,3.17805383034795,1.38021124171161,4.89897948556636,3.66356164612965
"686",685,"http://www.cnn.com/2016/01/11/politics/john-kasich-new-hampshire-momentum/index.html",1,11,265,0,6,0,0.022641509434,0.022641509434,0.022641509434,-5.464886048727,5.57972982598622,2.42324587393681,16.2788205960997,2.39789527279837
"687",686,"http://www.foxnews.com/politics/2016/01/24/fox-news-poll-trump-gains-in-iowa-still-dominates-in-new-hampshire.html",0.867069482803,331,931,4,2,0.00429645542427,0.00214822771214,0.00644468313641,-0.00214822771214,-7.27767485683819,6.83625927727707,2.96894968098134,30.5122926047847,5.80211837537706
"688",687,"http://www.politico.com/story/2016/01/donald-trump-iowa-new-hampshire-218153",0.857142865658,42,1524,5,10,0.00328083989501,0.00656167979003,0.00984251968504,0.00328083989501,-6.66675659188471,7.32909373624659,3.18298496700358,39.0384425918863,3.73766961828337
"689",688,"http://www.cnn.com/2016/02/10/politics/who-is-donald-trump/index.html",0.20000000298,25,639,3,7,0.00469483568075,0.0109546165884,0.0156494522692,0.00625978090767,-5.99774402605692,6.45990445437753,2.8055008581584,25.2784493195291,3.2188758248682
"690",689,"http://www.cnn.com/2016/02/26/politics/marco-rubio-donald-trump-morning-show-attacks/index.html",0.157894730568,19,463,1,1,0.00215982721382,0.00215982721382,0.00431965442765,0,-7.85486838325883,6.13772705408623,2.66558099101795,21.51743479135,2.94443897916644
"691",690,"http://www.cnn.com/2016/03/02/opinions/super-tuesday-history-was-made-gergen/index.html",-0.72000002861,25,621,6,10,0.00966183574879,0.0161030595813,0.0257648953301,0.00644122383253,-5.27844945822119,6.43133108193348,2.79309160017658,24.9198715887542,3.2188758248682
"692",691,"http://www.foxnews.com/politics/2016/01/20/will-mortgage-deduction-remain-sacred-gop-candidates-float-changes.html",-0.550724625587,69,731,7,15,0.00957592339261,0.0205198358413,0.0300957592339,0.0109439124487,-5.05429597731639,6.59441345974978,2.86391737695786,27.0370116691915,4.23410650459726
"693",692,"http://www.politico.com/story/2016/01/gop-debate-no-empty-lecturn-trump-218291",0,15,1334,16,5,0.0119940029985,0.00374812593703,0.0157421289355,-0.00824587706147,-5.98922552840878,7.19593722647557,3.12515582958053,36.5239647354993,2.70805020110221
"694",693,"http://www.cnn.com/2016/02/02/politics/ted-cruz-iowa-caucuses-2016/index.html",1,106,1439,10,18,0.00694927032662,0.0125086865879,0.0194579569145,0.00555941626129,-5.68349595468447,7.27170370688737,3.15806079393661,37.9341534767813,4.66343909411207
"695",694,"http://www.cnn.com/2016/02/02/politics/john-kasich-new-hampshire-primary-2016/index.html",0.428571432829,14,394,3,3,0.00761421319797,0.00761421319797,0.0152284263959,0,-6.03708931873892,5.97635090929793,2.59549622182557,19.8494332412792,2.63905732961526
"696",695,"http://www.cnn.com/2016/01/29/opinions/falwell-endorses-trump-balmer/index.html",-0.733333349228,15,770,9,17,0.0116883116883,0.0220779220779,0.0337662337662,0.0103896103896,-4.88827491744261,6.64639051484773,2.88649072517248,27.7488738510232,2.70805020110221
"697",696,"http://www.cnn.com/2016/02/10/politics/chris-christie-drops-out-2016-election/index.html",0.0102040814236,98,1985,12,21,0.00604534005038,0.0105793450882,0.0166246851385,0.00453400503778,-5.91052917267525,7.59337419312129,3.29776051109913,44.5533388198909,4.58496747867057
"698",697,"http://www.cnn.com/2016/02/11/politics/marco-rubio-slams-opponents-in-south-carolina/index.html",0.047619048506,21,325,0,3,0,0.00923076923077,0.00923076923077,0.00923076923077,-6.75933340719454,5.78382518232974,2.51188336097887,18.0277563773199,3.04452243772342
"699",698,"http://www.cnn.com/2016/03/04/politics/ted-cruz-marco-rubio-florida/index.html",-0.160714283586,56,1178,12,11,0.0101867572156,0.00933786078098,0.0195246179966,-0.000848896434635,-5.67856186777377,7.07157336421153,3.07114529045108,34.322004603461,4.02535169073515
"700",699,"http://www.cnn.com/2016/03/08/health/trump-small-hands-penis/index.html",-0.507246375084,69,761,2,5,0.00262812089356,0.0065703022339,0.00919842312746,0.00394218134034,-6.76439772144655,6.63463335786169,2.88138465677057,27.5862284482674,4.23410650459726
"701",700,"http://www.cnn.com/2016/03/16/politics/nikki-haley-supports-ted-cruz/index.html",1,11,207,1,3,0.0048309178744,0.0144927536232,0.0193236714976,0.00966183574879,-5.69348695749817,5.33271879326537,2.31597034545692,14.3874945699382,2.39789527279837
"702",701,"http://www.foxnews.com/politics/2016/03/24/battle-for-rubios-unbound-delegates-heats-up-as-campaigns-look-to-convention.html",0.923076927662,39,579,5,7,0.00863557858377,0.0120898100173,0.020725388601,0.00345423143351,-5.5924570372706,6.361302477573,2.76267856372744,24.0624188310319,3.66356164612965
"703",702,"http://www.politico.com/story/2016/04/donald-trump-republican-delegates-222116",1,11,1707,6,17,0.00351493848858,0.0099589923843,0.0134739308729,0.00644405389572,-6.2136853869682,7.44249272279444,3.23223352111473,41.3158565202272,2.39789527279837
"704",703,"http://www.politico.com/story/2016/01/hillary-clinton-iowa-polling-sanders-217381",0,20,2101,11,11,0.00523560209424,0.00523560209424,0.0104712041885,0,-6.57742882803322,7.650168700845,3.32242605240595,45.8366665454634,2.99573227355399
"705",704,"http://www.cnn.com/2016/01/06/politics/christie-new-hampshire-moment/index.html",0.0689655169845,29,1152,13,21,0.0112847222222,0.0182291666667,0.0295138888889,0.00694444444444,-5.08246216019143,7.04925484125584,3.06145247908719,33.9411254969543,3.36729582998647
"706",705,"http://www.cnn.com/2016/01/08/politics/ted-cruz-2016-citizenship/index.html",0.00813008099794,123,322,0,2,0,0.00621118012422,0.00621118012422,0.00621118012422,-7.33091687811545,5.77455154554441,2.50785587169583,17.9443584449264,4.81218435537242
"707",706,"http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-01-15-US-GOP-2016-Debate-Fact-Check/id-fe11c8e9f0b843ee858e87e76a87e721",-0.0526315793395,19,1237,20,12,0.016168148747,0.00970088924818,0.0258690379951,-0.00646725949879,-5.27262978497913,7.12044437239249,3.09236969962912,35.1710107901379,2.94443897916644
"708",707,"http://www.politico.com/story/2016/01/republican-debate-2016-217784",-0.133333340287,15,1851,14,18,0.00756347920043,0.0097244732577,0.0172879524581,0.00216099405727,-5.85408917987314,7.5234813125735,3.2674064187529,43.0232495285979,2.70805020110221
"709",708,"http://www.cnn.com/2016/02/09/politics/new-hampshire-primary-highlights/index.html",0.600000023842,45,845,16,8,0.0189349112426,0.0094674556213,0.0284023668639,-0.0094674556213,-5.13784503044866,6.73933662735717,2.92685670894969,29.0688837074973,3.80666248977032
"710",709,"http://www.politico.com/magazine/story/2016/02/election-gambler-predicts-new-hampshire-213600",1,10,1585,4,14,0.00252365930599,0.00883280757098,0.011356466877,0.00630914826498,-6.46034212358085,7.36833968631138,3.20002926655377,39.8120584747888,2.30258509299405
"711",710,"http://www.cnn.com/2016/02/20/politics/donald-trump-south-carolina-military/index.html",0.995192289352,208,1191,14,13,0.0117548278757,0.0109151973132,0.0226700251889,-0.000839630562552,-5.46307019570172,7.0825485693553,3.07591176148278,34.5108678534748,5.33753807970132
"712",711,"http://www.cnn.com/2016/03/15/politics/paul-ryan-donald-trump-2016-election/index.html",1,20,299,1,4,0.00334448160535,0.0133779264214,0.0167224080268,0.0100334448161,-5.90207357930693,5.70044357339069,2.47567118832443,17.2916164657906,2.99573227355399
"713",712,"https://www.washingtonpost.com/news/the-fix/wp/2016/03/23/why-donald-trump-is-poised-to-win-the-nomination-and-lose-the-general-election-in-one-poll/",0.800000011921,55,853,6,7,0.00703399765533,0.00820633059789,0.0152403282532,0.00117233294256,-6.03596221317946,6.74875954749168,2.93094903116752,29.2061637330205,4.00733318523247
"714",713,"http://www.politico.com/story/2016/04/senate-republicans-leadership-posts-rules-222157",-0.899999976158,10,1628,15,14,0.00921375921376,0.00859950859951,0.0178132678133,-0.000614250614251,-5.81090398913607,7.39510754656249,3.21165440055318,40.348482003664,2.30258509299405
"715",714,"http://www.politico.com/magazine/gallery/2016/02/portrait-of-a-trump-town-000609",0.095238097012,42,1116,8,9,0.00716845878136,0.00806451612903,0.0152329749104,0.00089605734767,-6.03665847057831,7.01750614294126,3.04766419460156,33.4065861769801,3.73766961828337
"716",715,"http://www.cnn.com/2016/01/20/politics/new-hampshire-poll-trump-leads-cruz-climbs/index.html",0.705128192902,78,319,4,2,0.012539184953,0.00626959247649,0.0188087774295,-0.00626959247649,-5.73245011304119,5.76519110278484,2.50379068305718,17.8605710994918,4.35670882668959
"717",716,"http://www.politico.com/story/2016/01/chris-christie-ted-cruz-immigration-217996",0.800000011921,25,1483,13,14,0.00876601483479,0.00944032366824,0.018206338503,0.000674308833446,-5.77941538029389,7.30182234213793,3.17114115102838,38.5097390279394,3.2188758248682
"718",717,"http://www.npr.org/2016/01/26/464485197/trump-says-he-most-likely-wont-do-thursday-fox-debate",-0.741573035717,89,580,6,1,0.0103448275862,0.00172413793103,0.0120689655172,-0.00862068965517,-6.37255416796228,6.36302810354046,2.76342799356294,24.0831891575846,4.48863636973214
"719",718,"http://www.foxnews.com/politics/2016/02/02/record-turnout-recorded-at-iowa-republican-caucuses.html",1,27,248,1,1,0.00403225806452,0.00403225806452,0.00806451612903,0,-6.95419631038728,5.51342874616498,2.39445168082622,15.7480157480236,3.29583686600433
"720",719,"http://www.cnn.com/2016/02/09/politics/donald-trump-hillary-clinton-evil/index.html",-0.89473682642,19,189,2,3,0.010582010582,0.015873015873,0.026455026455,0.00529100529101,-5.24031432933515,5.24174701505964,2.27646180417324,13.7477270848675,2.94443897916644
"721",720,"http://www.nytimes.com/live/republican-debate-in-detroit-2016/",0.181818187237,22,18,0,0,0,0,0,0,-Inf,2.89037175789616,1.25527250510331,4.24264068711928,3.09104245335832
"722",721,"http://www.cnn.com/2016/03/02/politics/super-tuesday-results-recap/index.html",0.678160905838,87,1349,11,12,0.00815418828762,0.00889547813195,0.0170496664196,0.000741289844329,-5.87411267688872,7.20711885620776,3.1300119496719,36.7287353444139,4.46590811865458
